post,normalized claim
"Keren Sultan Erdogan, Dia tidak mau duduk dan salaman dengan orang yang telah menghina Islam dan Nabi Muhammad. Sama sekali tidak di perdulikannya pemimpin Prancis.  

""Erdogan memberi tau Ini dia (Macron) yang najis, Izinkan saya pergi dengan izin Anda, Merkel, Saya tidak bisa duduk bersamanya""

Turki terus memboikot produk Prancis. Sultan Erdogan memiliki kebanggaan dan semangat untuk agamanya yang mengangkat kepalanya, terutama dengan musuh Tuhan dan Nabinya, Macron. Inilah pemimpin kalau punya Izzah Islam. Gak ada yang bisa menakutinya, semua didunia ini kecil. Hanya Allah yang maha besar. Semoga Allah karuniakan Indonesia memiliki pemimpin pemberani dalam hal kebenaran dan keadilan. Keren Sultan Erdogan, Dia tidak mau duduk dan salaman dengan orang yang telah menghina Islam dan Nabi Muhammad. Sama sekali tidak di perdulikannya pemimpin Prancis.  

""Erdogan memberi tau Ini dia (Macron) yang najis, Izinkan saya pergi dengan izin Anda, Merkel, Saya tidak bisa duduk bersamanya""

Turki terus memboikot produk Prancis. Sultan Erdogan memiliki kebanggaan dan semangat untuk agamanya yang mengangkat kepalanya, terutama dengan musuh Tuhan dan Nabinya, Macron. Inilah pemimpin kalau punya Izzah Islam. Gak ada yang bisa menakutinya, semua didunia ini kecil. Hanya Allah yang maha besar. Semoga Allah karuniakan Indonesia memiliki pemimpin pemberani dalam hal kebenaran dan keadilan. Keren Sultan Erdogan, Dia tidak mau duduk dan salaman dengan orang yang telah menghina Islam dan Nabi Muhammad. Sama sekali tidak di perdulikannya pemimpin Prancis.  

""Erdogan memberi tau Ini dia (Macron) yang najis, Izinkan saya pergi dengan izin Anda, Merkel, Saya tidak bisa duduk bersamanya""

Turki terus memboikot produk Prancis. Sultan Erdogan memiliki kebanggaan dan semangat untuk agamanya yang mengangkat kepalanya, terutama dengan musuh Tuhan dan Nabinya, Macron. Inilah pemimpin kalau punya Izzah Islam. Gak ada yang bisa menakutinya, semua didunia ini kecil. Hanya Allah yang maha besar. Semoga Allah karuniakan Indonesia memiliki pemimpin pemberani dalam hal kebenaran dan keadilan. None",Erdogan menolak duduk dengan Macron di tahun 2020
Luar biasa...!!! Pemerintah Rumania menutup semua pusat vaksin..!... Karena 70% Warganya Tidak mau menerima suntikan Pemaksaan terhadap Rakyat Tidak berhasil .. Rakyat Menang.. !! • • See More Luar biasa...!!! Pemerintah Rumania menutup semua pusat vaksin..!... Karena 70% Warganya Tidak mau menerima suntikan Pemaksaan terhadap Rakyat Tidak berhasil .. Rakyat Menang.. !! • • See More Luar biasa...!!! Pemerintah Rumania menutup semua pusat vaksin..!... Karena 70% Warganya Tidak mau menerima suntikan Pemaksaan terhadap Rakyat Tidak berhasil .. Rakyat Menang.. !! • • See More None,Demo massal membuat pemerintah Rumania menutup semua pusat vaksin
"Semangat Terus Pak Polisi..
Kami Rakyat Indonesia saat ini SIAGA 1.

Kami siap membantu mengamankan. 
Saat ini sebagian 'Silent Majority' telah ikut membaur di barisan kaum Radikal yg akan mengadakan Demo 'MAKAR' besok.
SEMANGAT...!!!!
#SayaBersamaJokowi
#SayaBersamaJokowi https://t.co/vIqWAlXruz Semangat Terus Pak Polisi..
Kami Rakyat Indonesia saat ini SIAGA 1.

Kami siap membantu mengamankan. 
Saat ini sebagian 'Silent Majority' telah ikut membaur di barisan kaum Radikal yg akan mengadakan Demo 'MAKAR' besok.
SEMANGAT...!!!!
#SayaBersamaJokowi
#SayaBersamaJokowi https://t.co/vIqWAlXruz Semangat Terus Pak Polisi..
Kami Rakyat Indonesia saat ini SIAGA 1.

Kami siap membantu mengamankan. 
Saat ini sebagian 'Silent Majority' telah ikut membaur di barisan kaum Radikal yg akan mengadakan Demo 'MAKAR' besok.
SEMANGAT...!!!!
#SayaBersamaJokowi
#SayaBersamaJokowi https://t.co/vIqWAlXruz None",Pasukan Brimob dikerahkan sebelum aksi demonstrasi tanggal 11 April 2022
"#MRMIChoosenPic
Pembantaian Muslim di Aleppo, Mengapa PBB Diam?
Mungkin pic ini bisa mewakili jawabannya.

*Uninvolved in peace (Tidak terlibat dalam kedamaian)
:: 4LF|| repost || #Share #Tag :: #MRMIChoosenPic
Pembantaian Muslim di Aleppo, Mengapa PBB Diam?
Mungkin pic ini bisa mewakili jawabannya.

*Uninvolved in peace (Tidak terlibat dalam kedamaian)
:: 4LF|| repost || #Share #Tag :: #MRMIChoosenPic
Pembantaian Muslim di Aleppo, Mengapa PBB Diam?
Mungkin pic ini bisa mewakili jawabannya.

*Uninvolved in peace (Tidak terlibat dalam kedamaian)
:: 4LF|| repost || #Share #Tag :: None","Foto anggota pasukan PBB yang tak disengaja membuat meme ""Uninvolved in Peace"""
Yupi yg sering kita belikan ke anak2 ternyata dari kulit babi..... Yupi yg sering kita belikan ke anak2 ternyata dari kulit babi..... Yupi yg sering kita belikan ke anak2 ternyata dari kulit babi..... None,Permen Yupi dibuat dari kulit babi
"Cerita di Bulan Ramadhan 

Gereja yang terletak di Spanyol ini dulunya adalah Masjid yang dijadikan Gereja oleh salah seorang Raja ...
Akan tetapi setiap waktu Adzan, Datang seorang muadzin untuk mengumandangkan sehari Lima Kali setiap waktu sholat fardhu,didalam Gereja itu, hingga Saat ini, 
Gereja ini disebut dengan nama Katedral Masjid Cordova.
Orang2 Spanyol bilang : 
Awalnya bangunan ini merupakan Gereja kemudian Penguasa waktu itu merubah Gereja tersebut menjadi Masjid kemudian dirubah lagi menjadi Katedral. Seorang Muadzin Muslim Datang setiap Hari dengan Pakaian Tradisional Andalus dan mengumandangkan adzan setiap Waktu sholat bahkan pada Saat  orang 2 kristiani melakukan ibadah, dan orang2 kristiani ini akan berhenti ibadah (berdiam diri menghormati adzan) pada Saat adzan berkumandang, sungguh pemandangan yang sangat Luar biasa, SUBHANALLAH ....Lihat Video dibawah ini🙏🙏🙏 Cerita di Bulan Ramadhan 

Gereja yang terletak di Spanyol ini dulunya adalah Masjid yang dijadikan Gereja oleh salah seorang Raja ...
Akan tetapi setiap waktu Adzan, Datang seorang muadzin untuk mengumandangkan sehari Lima Kali setiap waktu sholat fardhu,didalam Gereja itu, hingga Saat ini, 
Gereja ini disebut dengan nama Katedral Masjid Cordova.
Orang2 Spanyol bilang : 
Awalnya bangunan ini merupakan Gereja kemudian Penguasa waktu itu merubah Gereja tersebut menjadi Masjid kemudian dirubah lagi menjadi Katedral. Seorang Muadzin Muslim Datang setiap Hari dengan Pakaian Tradisional Andalus dan mengumandangkan adzan setiap Waktu sholat bahkan pada Saat  orang 2 kristiani melakukan ibadah, dan orang2 kristiani ini akan berhenti ibadah (berdiam diri menghormati adzan) pada Saat adzan berkumandang, sungguh pemandangan yang sangat Luar biasa, SUBHANALLAH ....Lihat Video dibawah ini🙏🙏🙏 Cerita di Bulan Ramadhan 

Gereja yang terletak di Spanyol ini dulunya adalah Masjid yang dijadikan Gereja oleh salah seorang Raja ...
Akan tetapi setiap waktu Adzan, Datang seorang muadzin untuk mengumandangkan sehari Lima Kali setiap waktu sholat fardhu,didalam Gereja itu, hingga Saat ini, 
Gereja ini disebut dengan nama Katedral Masjid Cordova.
Orang2 Spanyol bilang : 
Awalnya bangunan ini merupakan Gereja kemudian Penguasa waktu itu merubah Gereja tersebut menjadi Masjid kemudian dirubah lagi menjadi Katedral. Seorang Muadzin Muslim Datang setiap Hari dengan Pakaian Tradisional Andalus dan mengumandangkan adzan setiap Waktu sholat bahkan pada Saat  orang 2 kristiani melakukan ibadah, dan orang2 kristiani ini akan berhenti ibadah (berdiam diri menghormati adzan) pada Saat adzan berkumandang, sungguh pemandangan yang sangat Luar biasa, SUBHANALLAH ....Lihat Video dibawah ini🙏🙏🙏 None",Video memperlihatkan azan di gereja terkenal di Spanyol
Sttttttt  ..... Gak usah berisik. Nanti didengar para togok dan para BANSER kalau FPI sudah di Wamena dan membakar bendera bintang kejora Diam diam aja ya Sttttttt  ..... Gak usah berisik. Nanti didengar para togok dan para BANSER kalau FPI sudah di Wamena dan membakar bendera bintang kejora Diam diam aja ya Sttttttt  ..... Gak usah berisik. Nanti didengar para togok dan para BANSER kalau FPI sudah di Wamena dan membakar bendera bintang kejora Diam diam aja ya None,FPI datang ke Papua untuk membakar bendera Bintang Kejora
"Van Snoep Tot Varken = PERMEN DARI BABI

versi indo ""hanya produksi luar negeri"" yang menggunakan gelatin babi...
apakah kalian percaya ????

Yupi adalah produsen Permen Gummy Kelas Dunia, memproduksi Gummies kualitas unggul dengan berbagai standar internasional tertinggi. Kami melayani banyak pasar di seluruh dunia.
 
Dimulai sebagai perusahaan patungan dengan salah satu Produsen Gummy terkemuka di Eropa, Yupi telah menjadi pemimpin pasar dalam produk gula-gula bergetah di Indonesia sejak tahun 1996 dan pemain terbesar di Asia Tenggara.
 
Produk didistribusikan di seluruh benua termasuk Asia, Amerika Utara, Australia, Eropa dan Timur Tengah.
 
Gummy pertama kali dikembangkan di Jerman pada awal 1900-an & tersebar luas di seluruh dunia. Hari ini, terus menjadi populer karena merupakan kemajuan yang lebih baru dalam teknologi permen. Dan YUPI adalah salah satu produsen gummy terbesar dan sukses di Asia.

Bahan Baku Permen Jelly

Ahli kimia berpengalaman dan ahli teknologi makanan terampil mengembangkan resep permen jelly yang ada.

Mereka mencampurkan berbagai bahan campuran dan mengontrol berbagai karakteristik permen jelly seperti rasa, tekstur dan bentuk.

Gelatin adalah bahan utama permen jelly, dengan bahan lainnya yang berupa air, pemanis, perasa dan pewarna.

Gelatin adalah protein yang berasal dari jaringan pada hewan. Bahan ini membentuk larutan tebal seperti gel ketika dicampur dengan air.

Ketika dicampur dalam campuran yang tepat, gel ini memberi tekstur permen yang kenyal.

Gelatin sebagai bahan utama tidak memiliki rasa dan tidak berbau, jadi pemanis dan perasa ditambahkan untuk memberikan rasa manis pada permen jelly.

Berbagai jenis gula ditambahkan sebagai pemanis, tergantung pada jenis permen jelly yang akan dibuat.

VTH

Sp3910 Van Snoep Tot Varken = PERMEN DARI BABI

versi indo ""hanya produksi luar negeri"" yang menggunakan gelatin babi...
apakah kalian percaya ????

Yupi adalah produsen Permen Gummy Kelas Dunia, memproduksi Gummies kualitas unggul dengan berbagai standar internasional tertinggi. Kami melayani banyak pasar di seluruh dunia.
 
Dimulai sebagai perusahaan patungan dengan salah satu Produsen Gummy terkemuka di Eropa, Yupi telah menjadi pemimpin pasar dalam produk gula-gula bergetah di Indonesia sejak tahun 1996 dan pemain terbesar di Asia Tenggara.
 
Produk didistribusikan di seluruh benua termasuk Asia, Amerika Utara, Australia, Eropa dan Timur Tengah.
 
Gummy pertama kali dikembangkan di Jerman pada awal 1900-an & tersebar luas di seluruh dunia. Hari ini, terus menjadi populer karena merupakan kemajuan yang lebih baru dalam teknologi permen. Dan YUPI adalah salah satu produsen gummy terbesar dan sukses di Asia.

Bahan Baku Permen Jelly

Ahli kimia berpengalaman dan ahli teknologi makanan terampil mengembangkan resep permen jelly yang ada.

Mereka mencampurkan berbagai bahan campuran dan mengontrol berbagai karakteristik permen jelly seperti rasa, tekstur dan bentuk.

Gelatin adalah bahan utama permen jelly, dengan bahan lainnya yang berupa air, pemanis, perasa dan pewarna.

Gelatin adalah protein yang berasal dari jaringan pada hewan. Bahan ini membentuk larutan tebal seperti gel ketika dicampur dengan air.

Ketika dicampur dalam campuran yang tepat, gel ini memberi tekstur permen yang kenyal.

Gelatin sebagai bahan utama tidak memiliki rasa dan tidak berbau, jadi pemanis dan perasa ditambahkan untuk memberikan rasa manis pada permen jelly.

Berbagai jenis gula ditambahkan sebagai pemanis, tergantung pada jenis permen jelly yang akan dibuat.

VTH

Sp3910 Van Snoep Tot Varken = PERMEN DARI BABI

versi indo ""hanya produksi luar negeri"" yang menggunakan gelatin babi...
apakah kalian percaya ????

Yupi adalah produsen Permen Gummy Kelas Dunia, memproduksi Gummies kualitas unggul dengan berbagai standar internasional tertinggi. Kami melayani banyak pasar di seluruh dunia.
 
Dimulai sebagai perusahaan patungan dengan salah satu Produsen Gummy terkemuka di Eropa, Yupi telah menjadi pemimpin pasar dalam produk gula-gula bergetah di Indonesia sejak tahun 1996 dan pemain terbesar di Asia Tenggara.
 
Produk didistribusikan di seluruh benua termasuk Asia, Amerika Utara, Australia, Eropa dan Timur Tengah.
 
Gummy pertama kali dikembangkan di Jerman pada awal 1900-an & tersebar luas di seluruh dunia. Hari ini, terus menjadi populer karena merupakan kemajuan yang lebih baru dalam teknologi permen. Dan YUPI adalah salah satu produsen gummy terbesar dan sukses di Asia.

Bahan Baku Permen Jelly

Ahli kimia berpengalaman dan ahli teknologi makanan terampil mengembangkan resep permen jelly yang ada.

Mereka mencampurkan berbagai bahan campuran dan mengontrol berbagai karakteristik permen jelly seperti rasa, tekstur dan bentuk.

Gelatin adalah bahan utama permen jelly, dengan bahan lainnya yang berupa air, pemanis, perasa dan pewarna.

Gelatin adalah protein yang berasal dari jaringan pada hewan. Bahan ini membentuk larutan tebal seperti gel ketika dicampur dengan air.

Ketika dicampur dalam campuran yang tepat, gel ini memberi tekstur permen yang kenyal.

Gelatin sebagai bahan utama tidak memiliki rasa dan tidak berbau, jadi pemanis dan perasa ditambahkan untuk memberikan rasa manis pada permen jelly.

Berbagai jenis gula ditambahkan sebagai pemanis, tergantung pada jenis permen jelly yang akan dibuat.

VTH

Sp3910 Terbukti!!
Permen YUPI
Terbuat Dari Kulit Babi
Yapi",Permen Yupi dibuat dari kulit babi
"Perdana Menteri Italia HE Giuseppe Conte, menangis di depan publik atas meninggal ribuan rakyatnya yang direnggut oleh COVID-19. “Kami telah kehilangannya begitu banyak rakyat kami. Sekarang kami hanya berharap belas kasihan-Nya"" 475 jiwa meninggal pada hari Kamis 19/3/20. 627 jiwa meninggal pada hari Jumat 20/3/20. 793 jiwa meninggal pada hari Sabtu 21/3/20. -1895 jiwa meninggal hanya dalam 3 hari! -Total korban meninggal di Italia lebih dari 4.800 jiwa! ""Tuhan kasihanilah kami orang berdosa ini, kiranya bencana ini segera berlalu dari Bumi-Mu ini.""  Amin🙏Italian Prime Minister HE Giuseppe Conte, crying in public over thousands of his people taken by COVID-19.

"" We have lost so many of our people. Now we only hope for His mercy ""
475 souls died on Thursday 19/3/20.
627 souls died on Friday 20/3/20.
793 souls died on Saturday 21/3/20.
- 1895 souls died in just 3 days!
- Total casualties in Italy over 4.800 people!

"" Lord have mercy on us sinners, may this disaster pass away from Your earth."" Amen 🙏Translated Perdana Menteri Italia HE Giuseppe Conte, menangis di depan publik atas meninggal ribuan rakyatnya yang direnggut oleh COVID-19. “Kami telah kehilangannya begitu banyak rakyat kami. Sekarang kami hanya berharap belas kasihan-Nya"" 475 jiwa meninggal pada hari Kamis 19/3/20. 627 jiwa meninggal pada hari Jumat 20/3/20. 793 jiwa meninggal pada hari Sabtu 21/3/20. -1895 jiwa meninggal hanya dalam 3 hari! -Total korban meninggal di Italia lebih dari 4.800 jiwa! ""Tuhan kasihanilah kami orang berdosa ini, kiranya bencana ini segera berlalu dari Bumi-Mu ini.""  Amin🙏Italian Prime Minister HE Giuseppe Conte, crying in public over thousands of his people taken by COVID-19.

"" We have lost so many of our people. Now we only hope for His mercy ""
475 souls died on Thursday 19/3/20.
627 souls died on Friday 20/3/20.
793 souls died on Saturday 21/3/20.
- 1895 souls died in just 3 days!
- Total casualties in Italy over 4.800 people!

"" Lord have mercy on us sinners, may this disaster pass away from Your earth."" Amen 🙏Translated Perdana Menteri Italia HE Giuseppe Conte, menangis di depan publik atas meninggal ribuan rakyatnya yang direnggut oleh COVID-19. “Kami telah kehilangannya begitu banyak rakyat kami. Sekarang kami hanya berharap belas kasihan-Nya"" 475 jiwa meninggal pada hari Kamis 19/3/20. 627 jiwa meninggal pada hari Jumat 20/3/20. 793 jiwa meninggal pada hari Sabtu 21/3/20. -1895 jiwa meninggal hanya dalam 3 hari! -Total korban meninggal di Italia lebih dari 4.800 jiwa! ""Tuhan kasihanilah kami orang berdosa ini, kiranya bencana ini segera berlalu dari Bumi-Mu ini.""  Amin🙏Italian Prime Minister HE Giuseppe Conte, crying in public over thousands of his people taken by COVID-19.

"" We have lost so many of our people. Now we only hope for His mercy ""
475 souls died on Thursday 19/3/20.
627 souls died on Friday 20/3/20.
793 souls died on Saturday 21/3/20.
- 1895 souls died in just 3 days!
- Total casualties in Italy over 4.800 people!

"" Lord have mercy on us sinners, may this disaster pass away from Your earth."" Amen 🙏Translated None",Peti jenazah korban virus corona di Italia
"Bunga Nagapuspa di pegunungan Jayawijya Papua (dh Irian Jaya) tadi pagi mekar jam 2.30.
Hanya 36 th sekali di ketinggian 4000 kaki. Bunga Nagapuspa di pegunungan Jayawijya Papua (dh Irian Jaya) tadi pagi mekar jam 2.30.
Hanya 36 th sekali di ketinggian 4000 kaki. Bunga Nagapuspa di pegunungan Jayawijya Papua (dh Irian Jaya) tadi pagi mekar jam 2.30.
Hanya 36 th sekali di ketinggian 4000 kaki. None","Bunga langka yang mekar di puncak Pegunungan Jayawijaya, Papua"
Di Italy seorang anak  mencari ibunya yang meninggal karena Convid 19. Abangnya memberitahu ibu mereka ada dilangit lantas ia menjerit memanggil ibunya di langit. Sangat pilu rasanya.😭😭😭 Di Italy seorang anak  mencari ibunya yang meninggal karena Convid 19. Abangnya memberitahu ibu mereka ada dilangit lantas ia menjerit memanggil ibunya di langit. Sangat pilu rasanya.😭😭😭 Di Italy seorang anak  mencari ibunya yang meninggal karena Convid 19. Abangnya memberitahu ibu mereka ada dilangit lantas ia menjerit memanggil ibunya di langit. Sangat pilu rasanya.😭😭😭 None,Anak dari Italia yang kehilangan ibunya karena COVID-19
Pembukaan gereja katolik di Arab dihadiri oleh Raja Salman 👍👍 Pembukaan gereja katolik di Arab dihadiri oleh Raja Salman 👍👍 Pembukaan gereja katolik di Arab dihadiri oleh Raja Salman 👍👍 None,Perayaan pembukaan gereja di Dubai yang dihadiri oleh Raja Salman dari Arab Saudi
YaAllah.. udahlah kurangi main gamesnya kalau bisa berhenti total jangan sampe terjadi seperti ini .. rugi sendiri..  😥😥 YaAllah.. udahlah kurangi main gamesnya kalau bisa berhenti total jangan sampe terjadi seperti ini .. rugi sendiri..  😥😥 YaAllah.. udahlah kurangi main gamesnya kalau bisa berhenti total jangan sampe terjadi seperti ini .. rugi sendiri..  😥😥 None,Pria ini menjadi gila karena keseringan main game
""" Katanya GANAS dan MEMATIKAN""

Jika memang ""GANAS"", Kenapa tidak mati di jalan, kenapa tidak mati di rumah, kenapa tidak mati di sawah/kebun, kenapa tidak mati di pasar-pasar?? 
Tapi selalu mati di RS. 

Ada apa dengan RS?? "" Katanya GANAS dan MEMATIKAN""

Jika memang ""GANAS"", Kenapa tidak mati di jalan, kenapa tidak mati di rumah, kenapa tidak mati di sawah/kebun, kenapa tidak mati di pasar-pasar?? 
Tapi selalu mati di RS. 

Ada apa dengan RS?? "" Katanya GANAS dan MEMATIKAN""

Jika memang ""GANAS"", Kenapa tidak mati di jalan, kenapa tidak mati di rumah, kenapa tidak mati di sawah/kebun, kenapa tidak mati di pasar-pasar?? 
Tapi selalu mati di RS. 

Ada apa dengan RS?? None",Tak ada penderita Covid-19 meninggal di luar rumah sakit
Di Kuwait Sekarang Cuaca Panas Melampau..Normal suhu cecah 53.5°C dan suhu di bawah sinaran matahari cecah 70°C menyebabkan Plastic Cair. 😱😱 Di Kuwait Sekarang Cuaca Panas Melampau..Normal suhu cecah 53.5°C dan suhu di bawah sinaran matahari cecah 70°C menyebabkan Plastic Cair. 😱😱 Di Kuwait Sekarang Cuaca Panas Melampau..Normal suhu cecah 53.5°C dan suhu di bawah sinaran matahari cecah 70°C menyebabkan Plastic Cair. 😱😱 None,Gambar-gambar diambil semasa suhu melampau di Kuwait cecah sehingga 73°C
"Ya Allah Benar Apa Gak Sih Ini...?
Turis Jerman Melahirkan 3 Bayi Kembar Hasil Berhubungan Dengan Seekor Harimau 🐯 Ya Allah Benar Apa Gak Sih Ini...?
Turis Jerman Melahirkan 3 Bayi Kembar Hasil Berhubungan Dengan Seekor Harimau 🐯 Ya Allah Benar Apa Gak Sih Ini...?
Turis Jerman Melahirkan 3 Bayi Kembar Hasil Berhubungan Dengan Seekor Harimau 🐯 None",Kembar tiga turis Jerman hasil hubungannya dengan anjing
"Innalillahi Wainnaillaihi Rojiun.. 😭😭😭

Anak ganteng ini namanya Sami Abu Dyak (17th) anak Palestina meninggal di penjara akibat tidak mendapatkan hak penanganan medis.. 

Di masa kritisnya dia menyampaikan satu permintaan ingin menghabiskan saat terakhir bersama orang tuanya, namun Tentara Israel Laknatulloh menolak.. 
Hingga akhirnya ia meninggal dalam kondisi sendirian.. 😭😭😭

Betapa banyak anak2 Palestina tak bersalah yg dikurung di penjara krn target Tentara Israel membunuh mereka agar populasi anak2 Palestina sebagai generasi penerus pd akhirnya akan habis.. 😭😭😭

Israel Laknatulloh semoga Allah membalasnya dg mati penuh kehinaan dan dibayang2i rasa bersalah yg berkepanjangan.. 👹👹👹👹👹
Copas..
Semoga tidak di hapus FB. Innalillahi Wainnaillaihi Rojiun.. 😭😭😭

Anak ganteng ini namanya Sami Abu Dyak (17th) anak Palestina meninggal di penjara akibat tidak mendapatkan hak penanganan medis.. 

Di masa kritisnya dia menyampaikan satu permintaan ingin menghabiskan saat terakhir bersama orang tuanya, namun Tentara Israel Laknatulloh menolak.. 
Hingga akhirnya ia meninggal dalam kondisi sendirian.. 😭😭😭

Betapa banyak anak2 Palestina tak bersalah yg dikurung di penjara krn target Tentara Israel membunuh mereka agar populasi anak2 Palestina sebagai generasi penerus pd akhirnya akan habis.. 😭😭😭

Israel Laknatulloh semoga Allah membalasnya dg mati penuh kehinaan dan dibayang2i rasa bersalah yg berkepanjangan.. 👹👹👹👹👹
Copas..
Semoga tidak di hapus FB. Innalillahi Wainnaillaihi Rojiun.. 😭😭😭

Anak ganteng ini namanya Sami Abu Dyak (17th) anak Palestina meninggal di penjara akibat tidak mendapatkan hak penanganan medis.. 

Di masa kritisnya dia menyampaikan satu permintaan ingin menghabiskan saat terakhir bersama orang tuanya, namun Tentara Israel Laknatulloh menolak.. 
Hingga akhirnya ia meninggal dalam kondisi sendirian.. 😭😭😭

Betapa banyak anak2 Palestina tak bersalah yg dikurung di penjara krn target Tentara Israel membunuh mereka agar populasi anak2 Palestina sebagai generasi penerus pd akhirnya akan habis.. 😭😭😭

Israel Laknatulloh semoga Allah membalasnya dg mati penuh kehinaan dan dibayang2i rasa bersalah yg berkepanjangan.. 👹👹👹👹👹
Copas..
Semoga tidak di hapus FB. None",Anak Palestina bernama Sami Abu Dyak yang meninggal di penjara Israel
Putin Menyambut Delegasi Jepang. Dengan memberi isyarat diplomasi. Bahwa Jepang harus berhenti  menjadi anjing Amerika yang diberi Makan !! 😄 Putin Menyambut Delegasi Jepang. Dengan memberi isyarat diplomasi. Bahwa Jepang harus berhenti  menjadi anjing Amerika yang diberi Makan !! 😄 Putin Menyambut Delegasi Jepang. Dengan memberi isyarat diplomasi. Bahwa Jepang harus berhenti  menjadi anjing Amerika yang diberi Makan !! 😄 None,Presiden Rusia Vladimir Putin membawa anjing saat bertemu delegasi Jepang pada tahun 2022
Presiden Cina xi jinping mengunjungi masjid dan meminta umat Islam untuk berdoa di negara yang sedang dilanda krisis ini. Kami membutuhkan bantuan Anda. Dahsyad nya teguran allah  ....kau sombongakn dengan kekuatanmu ahirnya lemah juga.masih inggat kah saudara kami yg kau bantai sakit rasah nya masih melekat...di hati ini... Presiden Cina xi jinping mengunjungi masjid dan meminta umat Islam untuk berdoa di negara yang sedang dilanda krisis ini. Kami membutuhkan bantuan Anda. Dahsyad nya teguran allah  ....kau sombongakn dengan kekuatanmu ahirnya lemah juga.masih inggat kah saudara kami yg kau bantai sakit rasah nya masih melekat...di hati ini... Presiden Cina xi jinping mengunjungi masjid dan meminta umat Islam untuk berdoa di negara yang sedang dilanda krisis ini. Kami membutuhkan bantuan Anda. Dahsyad nya teguran allah  ....kau sombongakn dengan kekuatanmu ahirnya lemah juga.masih inggat kah saudara kami yg kau bantai sakit rasah nya masih melekat...di hati ini... None,Presiden Tiongkok Xi Jinping mengunjungi masjid dan meminta umat Islam berdoa saat Tiongkok dilanda wabah virus corona
"Subahanallah..Hidayah milik Allah bergondong2 Org Cina masuk islam.,dSbabkan org islam djauhi Coronavirus.. Subahanallah..Hidayah milik Allah bergondong2 Org Cina masuk islam.,dSbabkan org islam djauhi Coronavirus.. Subahanallah..Hidayah milik Allah bergondong2 Org Cina masuk islam.,dSbabkan org islam djauhi Coronavirus.. None",Video menunjukkan orang Cina masuk Islam disebabkan wabak koronavirus
"Innalilahi wa inna ilaihi roojiun
Pengadilan India Larang Siswi Muslim Pakai Hijab di Sekolah

Inilah salah satu video yang viral mengenai keadaan saudara musllimah kita di Negara India.

Pengadilan Tinggi di negara bagian Karnataka, India , melarang siswi Muslim mengenakan hijab di sekolah sampai kasusnya diputuskan. Tak hanya busana Muslim, pakaian dan simbol keagamaan lain juga dilarang dipakai di setiap lembaga pendidikan.

Persoalan ini semakin membesar ketika sekolah-sekolah lain mulai menerapkan larangan serupa dan berhadapan dengan para pendukung kelompok nasionalis Hindu yang melancarkan protes untuk mendukung larangan tersebut.

Ketika protes berubah menjadi kekerasan di sejumlah tempat, pemerintah Negara Bagian Karnataka menutup sekolah menengah dan perguruan tinggi - dan masalah ini bahkan telah mencapai pengadilan tinggi negara bagian.

Sahabat,mari doakan dan berikan dukungan terbaikmu bagi saudara kita di India.

#muslimahindia
#muslimindia
#india
#TolakLaranganHijabDiIndia
#islamic

Sumber Video: berbagai sumber
Sumber berita: SindoNews,Republika,CNBC,

@actgarut_official Innalilahi wa inna ilaihi roojiun
Pengadilan India Larang Siswi Muslim Pakai Hijab di Sekolah

Inilah salah satu video yang viral mengenai keadaan saudara musllimah kita di Negara India.

Pengadilan Tinggi di negara bagian Karnataka, India , melarang siswi Muslim mengenakan hijab di sekolah sampai kasusnya diputuskan. Tak hanya busana Muslim, pakaian dan simbol keagamaan lain juga dilarang dipakai di setiap lembaga pendidikan.

Persoalan ini semakin membesar ketika sekolah-sekolah lain mulai menerapkan larangan serupa dan berhadapan dengan para pendukung kelompok nasionalis Hindu yang melancarkan protes untuk mendukung larangan tersebut.

Ketika protes berubah menjadi kekerasan di sejumlah tempat, pemerintah Negara Bagian Karnataka menutup sekolah menengah dan perguruan tinggi - dan masalah ini bahkan telah mencapai pengadilan tinggi negara bagian.

Sahabat,mari doakan dan berikan dukungan terbaikmu bagi saudara kita di India.

#muslimahindia
#muslimindia
#india
#TolakLaranganHijabDiIndia
#islamic

Sumber Video: berbagai sumber
Sumber berita: SindoNews,Republika,CNBC,

@actgarut_official Innalilahi wa inna ilaihi roojiun
Pengadilan India Larang Siswi Muslim Pakai Hijab di Sekolah

Inilah salah satu video yang viral mengenai keadaan saudara musllimah kita di Negara India.

Pengadilan Tinggi di negara bagian Karnataka, India , melarang siswi Muslim mengenakan hijab di sekolah sampai kasusnya diputuskan. Tak hanya busana Muslim, pakaian dan simbol keagamaan lain juga dilarang dipakai di setiap lembaga pendidikan.

Persoalan ini semakin membesar ketika sekolah-sekolah lain mulai menerapkan larangan serupa dan berhadapan dengan para pendukung kelompok nasionalis Hindu yang melancarkan protes untuk mendukung larangan tersebut.

Ketika protes berubah menjadi kekerasan di sejumlah tempat, pemerintah Negara Bagian Karnataka menutup sekolah menengah dan perguruan tinggi - dan masalah ini bahkan telah mencapai pengadilan tinggi negara bagian.

Sahabat,mari doakan dan berikan dukungan terbaikmu bagi saudara kita di India.

#muslimahindia
#muslimindia
#india
#TolakLaranganHijabDiIndia
#islamic

Sumber Video: berbagai sumber
Sumber berita: SindoNews,Republika,CNBC,

@actgarut_official None","Video pelecehan muslimah di tengah perselisihan hijab di Karnataka, India"
