post,normalized claim
"...""also, die Erbeere war schon mal positiv .... 🤣muss ich jetzt das kontaminierte Kilo dem Bundesrat einsenden ? .... ...""also, die Erbeere war schon mal positiv .... 🤣muss ich jetzt das kontaminierte Kilo dem Bundesrat einsenden ? .... ...""also, die Erbeere war schon mal positiv .... 🤣muss ich jetzt das kontaminierte Kilo dem Bundesrat einsenden ? .... None",Diese Erdbeere ist Corona positiv
"Und weil es gelöscht wurde, gleich noch mal:
Was  für eine gemütliche Runde heute Morgen, nachdem der Shutdown live im TV  verkündet wurde. Ohne Abstand, ohne Maske wird vergnügt Glühwein  getrunken und in die Kamera´s gelächelt! Schönen 3. Advent! Und es gibt  immer noch Millionen, die solch Pack Glauben schenken, IRRE! Und weil es gelöscht wurde, gleich noch mal:
Was  für eine gemütliche Runde heute Morgen, nachdem der Shutdown live im TV  verkündet wurde. Ohne Abstand, ohne Maske wird vergnügt Glühwein  getrunken und in die Kamera´s gelächelt! Schönen 3. Advent! Und es gibt  immer noch Millionen, die solch Pack Glauben schenken, IRRE! Und weil es gelöscht wurde, gleich noch mal:
Was  für eine gemütliche Runde heute Morgen, nachdem der Shutdown live im TV  verkündet wurde. Ohne Abstand, ohne Maske wird vergnügt Glühwein  getrunken und in die Kamera´s gelächelt! Schönen 3. Advent! Und es gibt  immer noch Millionen, die solch Pack Glauben schenken, IRRE! None",Dieses Bild zeigt deutsche Ministerpräsidenten nach Verkündung des Lockdowns
"Die Vorbereitungen für einen neue Filmdreh von «Massakern an Zivilisten» laufen auf Hochtouren. 

Im Netz gab es ein Video, in dem Einheiten der IPsO (Zentrum für Informations-Psychologische Operatiоnen der Streitkräfte der Ukraine/ИПсО ВСУ) offenbar eine Modellpuppe für die Dreharbeiten an den nächsten gefälschten ""Morden an friedlichen Zivilisten durch die Russen"" vorbereiten.

Im Allgemeinen ist es jetzt klar, warum man meistens aus der Ferne filmt und nicht in der Nähe, sonst würde könnte man erkennen, dass es Modellpuppen und keine Menschen sind.

Heute wurde übrigens im Verteidigungsministerium gemeldet, dass das Kiewer Regime weiteres Material zur Provokation über den Tod von Zivilisten angeblich infolge der Handlungen der russischen Armee vorbereitet.

Mehr Infos unter 👇
@Deutsch_Russische_Freunde Die Vorbereitungen für einen neue Filmdreh von «Massakern an Zivilisten» laufen auf Hochtouren. 

Im Netz gab es ein Video, in dem Einheiten der IPsO (Zentrum für Informations-Psychologische Operatiоnen der Streitkräfte der Ukraine/ИПсО ВСУ) offenbar eine Modellpuppe für die Dreharbeiten an den nächsten gefälschten ""Morden an friedlichen Zivilisten durch die Russen"" vorbereiten.

Im Allgemeinen ist es jetzt klar, warum man meistens aus der Ferne filmt und nicht in der Nähe, sonst würde könnte man erkennen, dass es Modellpuppen und keine Menschen sind.

Heute wurde übrigens im Verteidigungsministerium gemeldet, dass das Kiewer Regime weiteres Material zur Provokation über den Tod von Zivilisten angeblich infolge der Handlungen der russischen Armee vorbereitet.

Mehr Infos unter 👇
@Deutsch_Russische_Freunde Die Vorbereitungen für einen neue Filmdreh von «Massakern an Zivilisten» laufen auf Hochtouren. 

Im Netz gab es ein Video, in dem Einheiten der IPsO (Zentrum für Informations-Psychologische Operatiоnen der Streitkräfte der Ukraine/ИПсО ВСУ) offenbar eine Modellpuppe für die Dreharbeiten an den nächsten gefälschten ""Morden an friedlichen Zivilisten durch die Russen"" vorbereiten.

Im Allgemeinen ist es jetzt klar, warum man meistens aus der Ferne filmt und nicht in der Nähe, sonst würde könnte man erkennen, dass es Modellpuppen und keine Menschen sind.

Heute wurde übrigens im Verteidigungsministerium gemeldet, dass das Kiewer Regime weiteres Material zur Provokation über den Tod von Zivilisten angeblich infolge der Handlungen der russischen Armee vorbereitet.

Mehr Infos unter 👇
@Deutsch_Russische_Freunde None",Diese Video zeigt ukrainische Einheiten beim Inszenieren von Kriegsofpern
"#prayforpeace

Ukrainische Christen beten im Freien, im Schnee, für Land. 

Heute findet ein Fasten- und Gebetstag statt, der von lokalen Kirchenvertretern in der Ukraine organisiert wird. 

Beten wir für unsere christliche Familie in der Ukraine angesichts dieser besonders kritischen Zeiten; möge Gott seinen Kindern, den Behörden und der gesamten Bevölkerung Weisheit, Einsicht, Kraft, Mut und Schutz gewähren! 

In Jesu Namen! 🙏

#ukraine #UkraineKonflikt #prayforukraine #prayforrussia #Russland #gebet #prayforpeace

Ukrainische Christen beten im Freien, im Schnee, für Land. 

Heute findet ein Fasten- und Gebetstag statt, der von lokalen Kirchenvertretern in der Ukraine organisiert wird. 

Beten wir für unsere christliche Familie in der Ukraine angesichts dieser besonders kritischen Zeiten; möge Gott seinen Kindern, den Behörden und der gesamten Bevölkerung Weisheit, Einsicht, Kraft, Mut und Schutz gewähren! 

In Jesu Namen! 🙏

#ukraine #UkraineKonflikt #prayforukraine #prayforrussia #Russland #gebet #prayforpeace

Ukrainische Christen beten im Freien, im Schnee, für Land. 

Heute findet ein Fasten- und Gebetstag statt, der von lokalen Kirchenvertretern in der Ukraine organisiert wird. 

Beten wir für unsere christliche Familie in der Ukraine angesichts dieser besonders kritischen Zeiten; möge Gott seinen Kindern, den Behörden und der gesamten Bevölkerung Weisheit, Einsicht, Kraft, Mut und Schutz gewähren! 

In Jesu Namen! 🙏

#ukraine #UkraineKonflikt #prayforukraine #prayforrussia #Russland #gebet None",Dieses Bild zeigt aktuell in der Ukraine betende Christen.
"Schlafmichel wach endlich auf +++Wenn Leichen in der transatlantischen Propaganda aufstehen, wenn etwas Wind weht. Schlafmichel wach endlich auf +++Wenn Leichen in der transatlantischen Propaganda aufstehen, wenn etwas Wind weht. Schlafmichel wach endlich auf +++Wenn Leichen in der transatlantischen Propaganda aufstehen, wenn etwas Wind weht. None",Fernsehsender zeigt falsche Leichen aus der Ukraine.
"Abonniere uns auch auf:
YouTube: https://bit.ly/36U0EHw ✅
Instagram: https://bit.ly/InstaPositiveWelt ✅ Abonniere uns auch auf:
YouTube: https://bit.ly/36U0EHw ✅
Instagram: https://bit.ly/InstaPositiveWelt ✅ Abonniere uns auch auf:
YouTube: https://bit.ly/36U0EHw ✅
Instagram: https://bit.ly/InstaPositiveWelt ✅ ,,Der Grund, warum
Menschen zum Schweigen
gebracht werden, ist
nicht, weil sie lügen,
sondern weil sie die
Wahrheit reden.
Wenn Menschen
lügen, können ihre
eigenen Worte gegen
sie angewandt werden.
Doch wenn sie die
Wahrheit sagen, gibt es
kein anderes Gegen-
mittel als die Gewalt.""
Theodor Fontane
(1819 bis 1889)",Dieses Zitat stammt vom Schriftsteller Theodor Fontane.
"Wie könnt Ihr nur so etwas äußern? Sind unsere Kinder, wie Hunde, die wir draußen anleinen sollen? Wann hört ihr auf unsere Kinder zu Quälen? 
Hier überschreitet Ihr definitiv eine Grenze!!!BAUHAUS Deutschland Wie könnt Ihr nur so etwas äußern? Sind unsere Kinder, wie Hunde, die wir draußen anleinen sollen? Wann hört ihr auf unsere Kinder zu Quälen? 
Hier überschreitet Ihr definitiv eine Grenze!!!BAUHAUS Deutschland Wie könnt Ihr nur so etwas äußern? Sind unsere Kinder, wie Hunde, die wir draußen anleinen sollen? Wann hört ihr auf unsere Kinder zu Quälen? 
Hier überschreitet Ihr definitiv eine Grenze!!!BAUHAUS Deutschland Sehr geehrte Kunden,
auf Grund der aktuellen
Situation
ist das Einkaufen mit
Kindern
nicht erlaubt!
Vielen Dank für Ihr Verständnis.
Ihr BAUHAUS-Team
台北",Dieses Schild zeigt ein aktuelles Einkaufsverbot mit Kindern in einem Baumarkt.
11. März 21: Militär fährt auf in Wiener Neustadt ! 11. März 21: Militär fährt auf in Wiener Neustadt ! 11. März 21: Militär fährt auf in Wiener Neustadt ! None,Wiener Neustadt in Österreich wurde militärisch abgeriegelt.
"Der Standort bestimmt den Standpunkt. Wie wahr ist diese Erkenntnistheorie. Ansonsten müsste der Kanzler nun zurücktreten. Der Standort bestimmt den Standpunkt. Wie wahr ist diese Erkenntnistheorie. Ansonsten müsste der Kanzler nun zurücktreten. Der Standort bestimmt den Standpunkt. Wie wahr ist diese Erkenntnistheorie. Ansonsten müsste der Kanzler nun zurücktreten. ""Man kann nicht Vizekanzler
und Innenminister einer
Republik sein, wenn
gegen diese Personen
ein Ermittlungsverfahren
geführt wird.""
Sebastian Kurz über HC Strache und Herbert Kickl
nach Bekanntwerden des Ibiza Videos.",Zitat über Vizekanzler stammt von Sebastian Kurz.
"Der Mediziner Rolf Kron spricht Klartext!
***************
In einer richtigen Pandemie würden enorm viele Menschen allen Alters sterben und nicht nur die ?Älteren und Vorerkrankten!!!!

@wir_schaffendas Der Mediziner Rolf Kron spricht Klartext!
***************
In einer richtigen Pandemie würden enorm viele Menschen allen Alters sterben und nicht nur die ?Älteren und Vorerkrankten!!!!

@wir_schaffendas Der Mediziner Rolf Kron spricht Klartext!
***************
In einer richtigen Pandemie würden enorm viele Menschen allen Alters sterben und nicht nur die ?Älteren und Vorerkrankten!!!!

@wir_schaffendas None","Covid-19 ist nur eine Grippe, die zu keiner Übersterblichkeit geführt hat."
"Größten Respekt vor den Polizisten, die Nehammer's lautstarke Befehle über Bord warfen, die Helme ablegten und mit den Bürgern gemeinsam spazierten👍👍👍 Größten Respekt vor den Polizisten, die Nehammer's lautstarke Befehle über Bord warfen, die Helme ablegten und mit den Bürgern gemeinsam spazierten👍👍👍 Größten Respekt vor den Polizisten, die Nehammer's lautstarke Befehle über Bord warfen, die Helme ablegten und mit den Bürgern gemeinsam spazierten👍👍👍 None",Die Wiener Polizei schloss sich einer Corona-Demo an.
"Bukarest heute Abend.
Rumänen fordern den Rücktritt der Regierung. Ein Volk, das sein Schicksal in die Hand nimmt. Beeindruckend. Bukarest heute Abend.
Rumänen fordern den Rücktritt der Regierung. Ein Volk, das sein Schicksal in die Hand nimmt. Beeindruckend. Bukarest heute Abend.
Rumänen fordern den Rücktritt der Regierung. Ein Volk, das sein Schicksal in die Hand nimmt. Beeindruckend. None","Die von Regierungen vieler Länder verordneten Maßnahmen im Kampf gegen die Ausbreitung des Coronavirus stoßen nicht immer auf Verständnis, regelmäßig protestieren Menschen gegen Maskenpflicht oder Lockdown. Ein nun über soziale Medien verbreitetes Foto zeigt eine beeindruckend große Menschenmenge (hier archiviert). Laut Beschreibung soll die Aufnahme Mitte Februar 2021 in der rumänischen Hauptstadt Bukarest entstanden sein und einen Protest gegen die Regierung zeigen. Stimmt das."
"Ist das jetzt der Satireaccount oder der echte? Ich weiß nicht so recht... 🤔 Ist das jetzt der Satireaccount oder der echte? Ich weiß nicht so recht... 🤔 Ist das jetzt der Satireaccount oder der echte? Ich weiß nicht so recht... 🤔 Prof. Karl Lauterbach
@Karl Lauterbach
Es ist ein Akt der politischen
Solidarität, die Masken- und
Abstandspflicht bei
Demonstrationen gegen Russland
und Putin aufzuheben. Auch
Impfgegner dürfen ausnahmsweise
dieses Privileg genießen, wenn sie
sich für die richtige Seite beim
Ukrainekonflikt entscheiden",Das ist ein Tweet von Karl Lauterbach.
"Alle Personen die C-ähnliche Symptome haben, gelten als UNGEIMPFT?! Alle Personen die C-ähnliche Symptome haben, gelten als UNGEIMPFT?! Alle Personen die C-ähnliche Symptome haben, gelten als UNGEIMPFT?! None",Kranke Geimpfte werden per Gesetz zu Ungeimpften
"Bukarest heute Abend.
Rumänen fordern den Rücktritt der Regierung. Ein Volk, das sein Schicksal in die Hand nimmt. Beeindruckend. Bukarest heute Abend.
Rumänen fordern den Rücktritt der Regierung. Ein Volk, das sein Schicksal in die Hand nimmt. Beeindruckend. Bukarest heute Abend.
Rumänen fordern den Rücktritt der Regierung. Ein Volk, das sein Schicksal in die Hand nimmt. Beeindruckend. None","Ein aktuelles Foto zeige Rumänen in Bukarest, die den Rücktritt der Regierung fordern."
"Portugals Gericht hebt Quarantäne auf alleiniger Basis eines PCR Tests auf!

Begründung:

»„Auf der Grundlage der derzeit verfügbaren wissenschaftlichen Beweise ist dieser Test [der RT-PCR-Test] an und für sich nicht in der Lage, zweifelsfrei festzustellen, ob die Positivität tatsächlich einer Infektion mit dem SARS-CoV-2-Virus entspricht, und zwar aus mehreren Gründen, von denen zwei von vorrangiger Bedeutung sind: Die Zuverlässigkeit des Tests hängt von der Anzahl der verwendeten Zyklen ab; die Zuverlässigkeit des Tests hängt von der vorhandenen Viruslast ab.

Unter Berufung auf Jaafar et al. (2020; https://doi.org/10.1093/cid/ciaa1491) kommt das Gericht zu dem Schluss, dass „wenn eine Person durch PCR als positiv getestet wird, wenn ein Schwellenwert von 35 Zyklen oder höher verwendet wird (wie es in den meisten Labors in Europa und den USA die Regel ist), die Wahrscheinlichkeit, dass diese Person infiziert ist, <3% beträgt und die Wahrscheinlichkeit, dass das Ergebnis ein falsches Positiv ist, 97% beträgt“. Das Gericht stellt ferner fest, dass der Schwellenwert für die Zyklen, der für die derzeit in Portugal durchgeführten PCR-Tests verwendet wird, unbekannt ist.

Unter Berufung auf Surkova et al. (2020; https://www.thelancet.com/journals/lanres/article/PIIS2213-2600(20)30453–7/fulltext) stellt das Gericht weiter fest, dass jeder diagnostische Test im Kontext der tatsächlichen Krankheitswahrscheinlichkeit interpretiert werden muss, wie sie vor der Durchführung des Tests selbst eingeschätzt wird, und äußert die Meinung, dass „in der gegenwärtigen epidemiologischen Landschaft die Wahrscheinlichkeit zunimmt, dass Covid-19-Tests falsch positive Ergebnisse liefern, was erhebliche Auswirkungen auf den Einzelnen, das Gesundheitssystem und die Gesellschaft hat“.

Die Zusammenfassung des Gerichts zur Entscheidung gegen die Berufung der regionalen Gesundheitsbehörde lautet wie folgt:

„Angesichts der von Experten, d.h. denjenigen, die eine Rolle spielen, geäußerten wissenschaftlichen Zweifel an der Zuverlässigkeit der PCR-Tests, angesichts des Mangels an Informationen über die analytischen Parameter der Tests und in Ermangelung einer ärztlichen Diagnose, die das Vorhandensein einer Infektion oder eines Risikos belegt, kann dieses Gericht niemals feststellen, ob C tatsächlich ein Träger des SARS-CoV-2-Virus war oder ob A, B und D einem hohen Risiko ausgesetzt waren.“«

https://www.corodok.de/portugiesisches-berufungsgericht-pcr/ Portugals Gericht hebt Quarantäne auf alleiniger Basis eines PCR Tests auf!

Begründung:

»„Auf der Grundlage der derzeit verfügbaren wissenschaftlichen Beweise ist dieser Test [der RT-PCR-Test] an und für sich nicht in der Lage, zweifelsfrei festzustellen, ob die Positivität tatsächlich einer Infektion mit dem SARS-CoV-2-Virus entspricht, und zwar aus mehreren Gründen, von denen zwei von vorrangiger Bedeutung sind: Die Zuverlässigkeit des Tests hängt von der Anzahl der verwendeten Zyklen ab; die Zuverlässigkeit des Tests hängt von der vorhandenen Viruslast ab.

Unter Berufung auf Jaafar et al. (2020; https://doi.org/10.1093/cid/ciaa1491) kommt das Gericht zu dem Schluss, dass „wenn eine Person durch PCR als positiv getestet wird, wenn ein Schwellenwert von 35 Zyklen oder höher verwendet wird (wie es in den meisten Labors in Europa und den USA die Regel ist), die Wahrscheinlichkeit, dass diese Person infiziert ist, <3% beträgt und die Wahrscheinlichkeit, dass das Ergebnis ein falsches Positiv ist, 97% beträgt“. Das Gericht stellt ferner fest, dass der Schwellenwert für die Zyklen, der für die derzeit in Portugal durchgeführten PCR-Tests verwendet wird, unbekannt ist.

Unter Berufung auf Surkova et al. (2020; https://www.thelancet.com/journals/lanres/article/PIIS2213-2600(20)30453–7/fulltext) stellt das Gericht weiter fest, dass jeder diagnostische Test im Kontext der tatsächlichen Krankheitswahrscheinlichkeit interpretiert werden muss, wie sie vor der Durchführung des Tests selbst eingeschätzt wird, und äußert die Meinung, dass „in der gegenwärtigen epidemiologischen Landschaft die Wahrscheinlichkeit zunimmt, dass Covid-19-Tests falsch positive Ergebnisse liefern, was erhebliche Auswirkungen auf den Einzelnen, das Gesundheitssystem und die Gesellschaft hat“.

Die Zusammenfassung des Gerichts zur Entscheidung gegen die Berufung der regionalen Gesundheitsbehörde lautet wie folgt:

„Angesichts der von Experten, d.h. denjenigen, die eine Rolle spielen, geäußerten wissenschaftlichen Zweifel an der Zuverlässigkeit der PCR-Tests, angesichts des Mangels an Informationen über die analytischen Parameter der Tests und in Ermangelung einer ärztlichen Diagnose, die das Vorhandensein einer Infektion oder eines Risikos belegt, kann dieses Gericht niemals feststellen, ob C tatsächlich ein Träger des SARS-CoV-2-Virus war oder ob A, B und D einem hohen Risiko ausgesetzt waren.“«

https://www.corodok.de/portugiesisches-berufungsgericht-pcr/ Portugals Gericht hebt Quarantäne auf alleiniger Basis eines PCR Tests auf!

Begründung:

»„Auf der Grundlage der derzeit verfügbaren wissenschaftlichen Beweise ist dieser Test [der RT-PCR-Test] an und für sich nicht in der Lage, zweifelsfrei festzustellen, ob die Positivität tatsächlich einer Infektion mit dem SARS-CoV-2-Virus entspricht, und zwar aus mehreren Gründen, von denen zwei von vorrangiger Bedeutung sind: Die Zuverlässigkeit des Tests hängt von der Anzahl der verwendeten Zyklen ab; die Zuverlässigkeit des Tests hängt von der vorhandenen Viruslast ab.

Unter Berufung auf Jaafar et al. (2020; https://doi.org/10.1093/cid/ciaa1491) kommt das Gericht zu dem Schluss, dass „wenn eine Person durch PCR als positiv getestet wird, wenn ein Schwellenwert von 35 Zyklen oder höher verwendet wird (wie es in den meisten Labors in Europa und den USA die Regel ist), die Wahrscheinlichkeit, dass diese Person infiziert ist, <3% beträgt und die Wahrscheinlichkeit, dass das Ergebnis ein falsches Positiv ist, 97% beträgt“. Das Gericht stellt ferner fest, dass der Schwellenwert für die Zyklen, der für die derzeit in Portugal durchgeführten PCR-Tests verwendet wird, unbekannt ist.

Unter Berufung auf Surkova et al. (2020; https://www.thelancet.com/journals/lanres/article/PIIS2213-2600(20)30453–7/fulltext) stellt das Gericht weiter fest, dass jeder diagnostische Test im Kontext der tatsächlichen Krankheitswahrscheinlichkeit interpretiert werden muss, wie sie vor der Durchführung des Tests selbst eingeschätzt wird, und äußert die Meinung, dass „in der gegenwärtigen epidemiologischen Landschaft die Wahrscheinlichkeit zunimmt, dass Covid-19-Tests falsch positive Ergebnisse liefern, was erhebliche Auswirkungen auf den Einzelnen, das Gesundheitssystem und die Gesellschaft hat“.

Die Zusammenfassung des Gerichts zur Entscheidung gegen die Berufung der regionalen Gesundheitsbehörde lautet wie folgt:

„Angesichts der von Experten, d.h. denjenigen, die eine Rolle spielen, geäußerten wissenschaftlichen Zweifel an der Zuverlässigkeit der PCR-Tests, angesichts des Mangels an Informationen über die analytischen Parameter der Tests und in Ermangelung einer ärztlichen Diagnose, die das Vorhandensein einer Infektion oder eines Risikos belegt, kann dieses Gericht niemals feststellen, ob C tatsächlich ein Träger des SARS-CoV-2-Virus war oder ob A, B und D einem hohen Risiko ausgesetzt waren.“«

https://www.corodok.de/portugiesisches-berufungsgericht-pcr/ None",Zweifel am PCR-Test sind der Grund für das Urteil eines portugiesischen Gerichts
"Das sind die Grünen im bayerischen
Landtag.....und nein: Das ist KEIN
Scherz.....
BUNDE
DIE GR
AG
Und ich dachte bisher, dass die Bilder
auf den Kippenschachteln schlimm
sind...",Diese Aufnahme zeigt fünf Abgeordnete der Grünen.
"Masken und Arbeitsschutz - welche Vorschriften gelten für das Tragen von Masken?

Warum schützen wir unsere Kinder weniger als Erwachsene?

In dieser Expertenrunde werden die Vorschriften, die für Arbeitnehmer bezüglich des Tragens der Masken gelten, erörtert. Mit dabei sind:

Rechtsanwältin Viviane Fischer
Neurologin Dr. Margareta Griesz-Brisson
Gutachter Manuel Döring Masken und Arbeitsschutz - welche Vorschriften gelten für das Tragen von Masken?

Warum schützen wir unsere Kinder weniger als Erwachsene?

In dieser Expertenrunde werden die Vorschriften, die für Arbeitnehmer bezüglich des Tragens der Masken gelten, erörtert. Mit dabei sind:

Rechtsanwältin Viviane Fischer
Neurologin Dr. Margareta Griesz-Brisson
Gutachter Manuel Döring Masken und Arbeitsschutz - welche Vorschriften gelten für das Tragen von Masken?

Warum schützen wir unsere Kinder weniger als Erwachsene?

In dieser Expertenrunde werden die Vorschriften, die für Arbeitnehmer bezüglich des Tragens der Masken gelten, erörtert. Mit dabei sind:

Rechtsanwältin Viviane Fischer
Neurologin Dr. Margareta Griesz-Brisson
Gutachter Manuel Döring None",Lehrende und Arbeitgebende haften für Gesundheitsschäden durch Masken
"Guten Abend - meine Freunde 👋🏻

Wie ich hörte 🤔werden überall ☝🏼 bald Impfzentren aufgestellt. 
Also wird bald ,
eine Massen - Impfung statt finden.
Hm......
Russisches Roulette! Sag ich nur !!!
🚸Was ist jetzt mit den Menschen , die sich nicht impfen lassen wollen !? 
Werden sie ☝🏼 dann ausgegrenzt 🚫 
sind sie dann gesellschaftlich tot ?!
Dürfen sie dann ,nicht mehr reisen  !
Am öffentlichen Leben teilhaben !
Verlieren sie sogar ihren Arbeitsplatz! 
Ihr Ansehen !!!!
Weil sie .....nein sagen !!!!!! 
       -Keine Impfung-
Nennt man 🤨 das nicht - Nötigung- ☝🏼

🤔Kann mich bitte einer aufklären, oder eines besseren belehren ....

Grüße Admin 
Entschuldigt meine lange Abwesenheit 

Team Freidenkersystem Guten Abend - meine Freunde 👋🏻

Wie ich hörte 🤔werden überall ☝🏼 bald Impfzentren aufgestellt. 
Also wird bald ,
eine Massen - Impfung statt finden.
Hm......
Russisches Roulette! Sag ich nur !!!
🚸Was ist jetzt mit den Menschen , die sich nicht impfen lassen wollen !? 
Werden sie ☝🏼 dann ausgegrenzt 🚫 
sind sie dann gesellschaftlich tot ?!
Dürfen sie dann ,nicht mehr reisen  !
Am öffentlichen Leben teilhaben !
Verlieren sie sogar ihren Arbeitsplatz! 
Ihr Ansehen !!!!
Weil sie .....nein sagen !!!!!! 
       -Keine Impfung-
Nennt man 🤨 das nicht - Nötigung- ☝🏼

🤔Kann mich bitte einer aufklären, oder eines besseren belehren ....

Grüße Admin 
Entschuldigt meine lange Abwesenheit 

Team Freidenkersystem Guten Abend - meine Freunde 👋🏻

Wie ich hörte 🤔werden überall ☝🏼 bald Impfzentren aufgestellt. 
Also wird bald ,
eine Massen - Impfung statt finden.
Hm......
Russisches Roulette! Sag ich nur !!!
🚸Was ist jetzt mit den Menschen , die sich nicht impfen lassen wollen !? 
Werden sie ☝🏼 dann ausgegrenzt 🚫 
sind sie dann gesellschaftlich tot ?!
Dürfen sie dann ,nicht mehr reisen  !
Am öffentlichen Leben teilhaben !
Verlieren sie sogar ihren Arbeitsplatz! 
Ihr Ansehen !!!!
Weil sie .....nein sagen !!!!!! 
       -Keine Impfung-
Nennt man 🤨 das nicht - Nötigung- ☝🏼

🤔Kann mich bitte einer aufklären, oder eines besseren belehren ....

Grüße Admin 
Entschuldigt meine lange Abwesenheit 

Team Freidenkersystem None",Die Schweizer Zulassungsbehörde hat den Biontech/Pfizer Corona-Impfstoff abgelehnt
",,Der Grund, warum
Menschen zum Schweigen
gebracht werden, ist
nicht, weil sie lügen,
sondern weil sie die
Wahrheit reden.
Wenn Menschen
lügen, können ihre
eigenen Worte gegen
sie angewandt werden.
Doch wenn sie die
Wahrheit sagen, gibt es
kein anderes Gegen-
mittel als die Gewalt.""
Theodor Fontane
(1819 bis 1889)",Dieses Zitat stammt vom Schriftsteller Theodor Fontane.
"Genau so ist es heute und schon über eine sehr lange Zeit hinweg❗

Doch die Wahrheit kommt ans Licht und die Zahnpasta geht nicht zurück in die Tube. 

Bleibe zuversichtlich, hoffnungsvoll und sei vorallem gut vorbereitet.

Das beste liegt noch vor uns 🙏

#TheBestIsYetToCome 

💥Hier geht's zu meinem Telegram Kanal 
👇
Https://t.me/sebastiankarpf 

Hier geht's zum Austausch in unsere Gruppe 
👇
Https://T.me/karpfsebastian Genau so ist es heute und schon über eine sehr lange Zeit hinweg❗

Doch die Wahrheit kommt ans Licht und die Zahnpasta geht nicht zurück in die Tube. 

Bleibe zuversichtlich, hoffnungsvoll und sei vorallem gut vorbereitet.

Das beste liegt noch vor uns 🙏

#TheBestIsYetToCome 

💥Hier geht's zu meinem Telegram Kanal 
👇
Https://t.me/sebastiankarpf 

Hier geht's zum Austausch in unsere Gruppe 
👇
Https://T.me/karpfsebastian Genau so ist es heute und schon über eine sehr lange Zeit hinweg❗

Doch die Wahrheit kommt ans Licht und die Zahnpasta geht nicht zurück in die Tube. 

Bleibe zuversichtlich, hoffnungsvoll und sei vorallem gut vorbereitet.

Das beste liegt noch vor uns 🙏

#TheBestIsYetToCome 

💥Hier geht's zu meinem Telegram Kanal 
👇
Https://t.me/sebastiankarpf 

Hier geht's zum Austausch in unsere Gruppe 
👇
Https://T.me/karpfsebastian ,,Der Grund, warum Menschen zum Schweigen
gebracht werden, ist nicht, weil sie lügen,
sondern weil sie die Wahrheit reden. Wenn
Menschen lügen, können ihre eigenen Worte
gegen sie angewandt werden. Doch wenn sie
die Wahrheit sagen, gibt es kein anderes
Gegenmittel als die Gewalt.""
Heinrich Theodor Fontane ( 30.12.1819-20.09.1898) war ein deutscher
Schriftsteller, Journalist und Kritiker. Er gilt als bedeutender Vertreter des
Realismus.","Angebliches Zitat von Theodor Fontane, wonach er gesagt habe, dass Menschen „zum Schweigen gebracht“ würden, wenn sie „die Wahrheit“ sagten."
