post,normalized claim
"""Le masque chirurgical ne permet même pas de stopper la poussière de plâtre..alors un virus de 0.12 microns..""

Merci au docteur Riad Naturo 🙏 ""Le masque chirurgical ne permet même pas de stopper la poussière de plâtre..alors un virus de 0.12 microns..""

Merci au docteur Riad Naturo 🙏 ""Le masque chirurgical ne permet même pas de stopper la poussière de plâtre..alors un virus de 0.12 microns..""

Merci au docteur Riad Naturo 🙏 None",« Les masques sont inutiles car les virus sont plus petits que leurs mailles »
"Ali Haddad après le verdict... 

c'est pas facile 18 ans ... Ali Haddad après le verdict... 

c'est pas facile 18 ans ... Ali Haddad après le verdict... 

c'est pas facile 18 ans ... None",L'homme d'affaires Ali Haddad s'est évanoui au tribunal à l'annonce de sa condamnation
"😷 J'ai trouvé ces photos de la pandémie de grippe de 1918.
👉 Comme on le dit il n'y a rien de nouveau au soleil 😷 J'ai trouvé ces photos de la pandémie de grippe de 1918.
👉 Comme on le dit il n'y a rien de nouveau au soleil 😷 J'ai trouvé ces photos de la pandémie de grippe de 1918.
👉 Comme on le dit il n'y a rien de nouveau au soleil None",Images prises durant la pandémie de la grippe espagnole en 1918
"Voilà l'image de quelques personnes tuées à Conakry!

Vous autres vous pouvez continuer à pleurnicher pour des biens publics saccagés.

Parce que vous êtes des êtres sans cœur. Voilà l'image de quelques personnes tuées à Conakry!

Vous autres vous pouvez continuer à pleurnicher pour des biens publics saccagés.

Parce que vous êtes des êtres sans cœur. Voilà l'image de quelques personnes tuées à Conakry!

Vous autres vous pouvez continuer à pleurnicher pour des biens publics saccagés.

Parce que vous êtes des êtres sans cœur. None","Cette photo montre des victimes des heurts post-électoraux d'octobre 2020 à Conakry, en Guinée"
"Beaucoup de gens sont morts par noyade simplement parce qu’ils ne le savaient pas :
Si vous vous retrouvez sous l’eau dans une voiture, ne paniquez pas.

♾️1. Ne gaspillez pas votre énergie à essayer de pousser la porte

♾️2. N’ouvrez pas la fenêtre, la force de l’eau entrant dans la voiture ne vous permettra pas de sortir

♾️3. Retirez l’appuie-tête

♾️4. Utilisez la pointe tranchante en acier et brisez la fenêtre arrière qui porte l’inscription '' kick out glass '' dessus

▶️La voiture par ingénierie et conception est destinée à flotter dans l’eau et la fenêtre arrière sera toujours face à la sortie.

CELA PEUT VOUS SAUVER LA VIE 🙏🙏🙏 Beaucoup de gens sont morts par noyade simplement parce qu’ils ne le savaient pas :
Si vous vous retrouvez sous l’eau dans une voiture, ne paniquez pas.

♾️1. Ne gaspillez pas votre énergie à essayer de pousser la porte

♾️2. N’ouvrez pas la fenêtre, la force de l’eau entrant dans la voiture ne vous permettra pas de sortir

♾️3. Retirez l’appuie-tête

♾️4. Utilisez la pointe tranchante en acier et brisez la fenêtre arrière qui porte l’inscription '' kick out glass '' dessus

▶️La voiture par ingénierie et conception est destinée à flotter dans l’eau et la fenêtre arrière sera toujours face à la sortie.

CELA PEUT VOUS SAUVER LA VIE 🙏🙏🙏 Beaucoup de gens sont morts par noyade simplement parce qu’ils ne le savaient pas :
Si vous vous retrouvez sous l’eau dans une voiture, ne paniquez pas.

♾️1. Ne gaspillez pas votre énergie à essayer de pousser la porte

♾️2. N’ouvrez pas la fenêtre, la force de l’eau entrant dans la voiture ne vous permettra pas de sortir

♾️3. Retirez l’appuie-tête

♾️4. Utilisez la pointe tranchante en acier et brisez la fenêtre arrière qui porte l’inscription '' kick out glass '' dessus

▶️La voiture par ingénierie et conception est destinée à flotter dans l’eau et la fenêtre arrière sera toujours face à la sortie.

CELA PEUT VOUS SAUVER LA VIE 🙏🙏🙏 None",Il est déconseillé d'ouvrir sa fenêtre à bord d'une voiture inondée
"Où va le monde ?
1-L'adultère est autorisé en Afrique du sud. Aucun
homme ou femme n'a plus le droit de répudier
l'autre à cause de l'adultère
2-Les États-Unis ont confirmé que tous les pays
du monde, pour nouer de bonnes relations avec
les grandes puissances, doivent accepter le mariage
homosexuel (femme/femme ou
homme/homme).
3- L'Allemagne vient de signer la loi qui déclare qu'il n'y a plus d'inceste, c'est-à-dire : frère et
sœur peuvent se marier, maman et fils, papa et fille, etc. 
4-La ville de Miami est désormais proclamée ville
d'achat du sexe public. Cela veut dire : en route, à l'église, 
à la mosquée, au marché, au terrain de football, si tu as 
besoin du sexe tu peux en jouir à tout moment sans aucun
problème.
5-Le Canada a autorisé la bestialité (sexe avec les
animaux) 
6- En Espagne: les films pornographiques
sont autorisés à l'école secondaire et dans les universités.
7- L'autorisation de la prostitution des mineurs est
donnée. Marg Luker déclare que toute jeune fille à l'âge de 10 ans qui ressent le plaisir sexuel,
personne ne doit la défendre de
découvrir comment son corps fonctionne.
8- Enfin les USA ont permis d'ouvrir les églises
sataniques publiquement.
Chers frères et soeurs, la fin est proche, le départ
dans la Gloire approche.
Les chrétiens et les musulmans sont en train de se laisser distraire et le diable veut entraîner avec lui le maximum d'âmes afin de les soustraire à la miséricorde divine. Faisons gaffe.
Si tu as une minute...partage ce message. Pourquoi dormons-nous à l'église, à la mosquée et restons éveillés dans les bars ? Pourquoi c'est si dur de parler de Dieu mais tellement facile de faire des commérages ? 
Pourquoi c'est si facile d'ignorer des messages de Dieu mais de renvoyer des messages sales ? 
Vas-tu envoyer ce message à tes amis ou vas-tu l'ignorer ? Si tu aimes Dieu, envoie ce message à tes vrais meilleurs amis en 60 sec. 
Que Dieu te bénisse. Amen!!! 🌎🌎🌎🌎🌎🌎🌎 Où va le monde ?
1-L'adultère est autorisé en Afrique du sud. Aucun
homme ou femme n'a plus le droit de répudier
l'autre à cause de l'adultère
2-Les États-Unis ont confirmé que tous les pays
du monde, pour nouer de bonnes relations avec
les grandes puissances, doivent accepter le mariage
homosexuel (femme/femme ou
homme/homme).
3- L'Allemagne vient de signer la loi qui déclare qu'il n'y a plus d'inceste, c'est-à-dire : frère et
sœur peuvent se marier, maman et fils, papa et fille, etc. 
4-La ville de Miami est désormais proclamée ville
d'achat du sexe public. Cela veut dire : en route, à l'église, 
à la mosquée, au marché, au terrain de football, si tu as 
besoin du sexe tu peux en jouir à tout moment sans aucun
problème.
5-Le Canada a autorisé la bestialité (sexe avec les
animaux) 
6- En Espagne: les films pornographiques
sont autorisés à l'école secondaire et dans les universités.
7- L'autorisation de la prostitution des mineurs est
donnée. Marg Luker déclare que toute jeune fille à l'âge de 10 ans qui ressent le plaisir sexuel,
personne ne doit la défendre de
découvrir comment son corps fonctionne.
8- Enfin les USA ont permis d'ouvrir les églises
sataniques publiquement.
Chers frères et soeurs, la fin est proche, le départ
dans la Gloire approche.
Les chrétiens et les musulmans sont en train de se laisser distraire et le diable veut entraîner avec lui le maximum d'âmes afin de les soustraire à la miséricorde divine. Faisons gaffe.
Si tu as une minute...partage ce message. Pourquoi dormons-nous à l'église, à la mosquée et restons éveillés dans les bars ? Pourquoi c'est si dur de parler de Dieu mais tellement facile de faire des commérages ? 
Pourquoi c'est si facile d'ignorer des messages de Dieu mais de renvoyer des messages sales ? 
Vas-tu envoyer ce message à tes amis ou vas-tu l'ignorer ? Si tu aimes Dieu, envoie ce message à tes vrais meilleurs amis en 60 sec. 
Que Dieu te bénisse. Amen!!! 🌎🌎🌎🌎🌎🌎🌎 Où va le monde ?
1-L'adultère est autorisé en Afrique du sud. Aucun
homme ou femme n'a plus le droit de répudier
l'autre à cause de l'adultère
2-Les États-Unis ont confirmé que tous les pays
du monde, pour nouer de bonnes relations avec
les grandes puissances, doivent accepter le mariage
homosexuel (femme/femme ou
homme/homme).
3- L'Allemagne vient de signer la loi qui déclare qu'il n'y a plus d'inceste, c'est-à-dire : frère et
sœur peuvent se marier, maman et fils, papa et fille, etc. 
4-La ville de Miami est désormais proclamée ville
d'achat du sexe public. Cela veut dire : en route, à l'église, 
à la mosquée, au marché, au terrain de football, si tu as 
besoin du sexe tu peux en jouir à tout moment sans aucun
problème.
5-Le Canada a autorisé la bestialité (sexe avec les
animaux) 
6- En Espagne: les films pornographiques
sont autorisés à l'école secondaire et dans les universités.
7- L'autorisation de la prostitution des mineurs est
donnée. Marg Luker déclare que toute jeune fille à l'âge de 10 ans qui ressent le plaisir sexuel,
personne ne doit la défendre de
découvrir comment son corps fonctionne.
8- Enfin les USA ont permis d'ouvrir les églises
sataniques publiquement.
Chers frères et soeurs, la fin est proche, le départ
dans la Gloire approche.
Les chrétiens et les musulmans sont en train de se laisser distraire et le diable veut entraîner avec lui le maximum d'âmes afin de les soustraire à la miséricorde divine. Faisons gaffe.
Si tu as une minute...partage ce message. Pourquoi dormons-nous à l'église, à la mosquée et restons éveillés dans les bars ? Pourquoi c'est si dur de parler de Dieu mais tellement facile de faire des commérages ? 
Pourquoi c'est si facile d'ignorer des messages de Dieu mais de renvoyer des messages sales ? 
Vas-tu envoyer ce message à tes amis ou vas-tu l'ignorer ? Si tu aimes Dieu, envoie ce message à tes vrais meilleurs amis en 60 sec. 
Que Dieu te bénisse. Amen!!! 🌎🌎🌎🌎🌎🌎🌎 None",Cette série d'affirmations sur l'état du monde est vraie
"Au Canada,
ils ont combiné
une maison de retraite avec
un orphelinat. Cette idée rend
le désir de vivre aux
personnes agées et donne
aussi une famille aux enfants",Une maison de retraite a été fusionnée à un orphelinat au Canada
"MAISON DE POUTINE
Situé à Sochi, Russie.
Design par l'architecte russe Roman Vlasov.

Jusque là, aucune photo n’a encore été tirée de l’intérieure 

---
Source : vogue _ architecte

Ugo lors de ton mini séjour là-bas, est ce que tu as vu ça? 
Si oui 
Vient me décrire ça, comme c’est une affaire de brousse là
Je vais faire la même chose dans la forêt de Taï 🤧 MAISON DE POUTINE
Situé à Sochi, Russie.
Design par l'architecte russe Roman Vlasov.

Jusque là, aucune photo n’a encore été tirée de l’intérieure 

---
Source : vogue _ architecte

Ugo lors de ton mini séjour là-bas, est ce que tu as vu ça? 
Si oui 
Vient me décrire ça, comme c’est une affaire de brousse là
Je vais faire la même chose dans la forêt de Taï 🤧 MAISON DE POUTINE
Situé à Sochi, Russie.
Design par l'architecte russe Roman Vlasov.

Jusque là, aucune photo n’a encore été tirée de l’intérieure 

---
Source : vogue _ architecte

Ugo lors de ton mini séjour là-bas, est ce que tu as vu ça? 
Si oui 
Vient me décrire ça, comme c’est une affaire de brousse là
Je vais faire la même chose dans la forêt de Taï 🤧 None",La maison de Poutine à Sotchi
"🔴Monde #Covid19: D'après un article publié par CNN International, le vaccin anticovid19 peut provoquer un gonflement inhabituel qu'on observe au niveau du scanner. Ainsi, il est possible que les gens qui sont vaccinés contractent le cancer du sein et d'autres formes de cancer. 🔴Monde #Covid19: D'après un article publié par CNN International, le vaccin anticovid19 peut provoquer un gonflement inhabituel qu'on observe au niveau du scanner. Ainsi, il est possible que les gens qui sont vaccinés contractent le cancer du sein et d'autres formes de cancer. 🔴Monde #Covid19: D'après un article publié par CNN International, le vaccin anticovid19 peut provoquer un gonflement inhabituel qu'on observe au niveau du scanner. Ainsi, il est possible que les gens qui sont vaccinés contractent le cancer du sein et d'autres formes de cancer. None",CNN assure que le affirmé que le vaccin contre le Covid-19 peut entraîner le cancer du sein
"[Serra Léone]
#Triste
PLUS DE 400 MORTS DANS UNE EXPLOSION

Une explosion d’un citerne remplie d’essence aurait fait plusieurs morts, cette nuit du vendredi au samedi 06 novembre 2021 en Sierra Leone ! l'accident s'est produit dans la partie Est, Willington PMB de FREETOWN, la capitale de la Sierra Leone.

Nos prières et condoléances
Aux Familles Des Victimes. [Serra Léone]
#Triste
PLUS DE 400 MORTS DANS UNE EXPLOSION

Une explosion d’un citerne remplie d’essence aurait fait plusieurs morts, cette nuit du vendredi au samedi 06 novembre 2021 en Sierra Leone ! l'accident s'est produit dans la partie Est, Willington PMB de FREETOWN, la capitale de la Sierra Leone.

Nos prières et condoléances
Aux Familles Des Victimes. [Serra Léone]
#Triste
PLUS DE 400 MORTS DANS UNE EXPLOSION

Une explosion d’un citerne remplie d’essence aurait fait plusieurs morts, cette nuit du vendredi au samedi 06 novembre 2021 en Sierra Leone ! l'accident s'est produit dans la partie Est, Willington PMB de FREETOWN, la capitale de la Sierra Leone.

Nos prières et condoléances
Aux Familles Des Victimes. None",L'explosion d'une citerne en Sierra Leone a fait 400 morts
"Une grande flotte de bateaux de Harraga a atteint les côtes d #Espagne avec succès.

Plus de 500 jeunes Algériens sont arrivés sur l'autre rive à bord de plus de 30 bateaux en 48 heures pour fuir la Nouvelle Algérie. Une grande flotte de bateaux de Harraga a atteint les côtes d #Espagne avec succès.

Plus de 500 jeunes Algériens sont arrivés sur l'autre rive à bord de plus de 30 bateaux en 48 heures pour fuir la Nouvelle Algérie. Une grande flotte de bateaux de Harraga a atteint les côtes d #Espagne avec succès.

Plus de 500 jeunes Algériens sont arrivés sur l'autre rive à bord de plus de 30 bateaux en 48 heures pour fuir la Nouvelle Algérie. None",Des bateaux de harraga algériens arrivant en Espagne
"Ah messi 😭
Même le caméraman a pleurer 💔😭

Un barcelonais ne passera pas sans laisser un mot à Leo ❤

Abonné vous pour plus d'infos 🙏🙏 Ah messi 😭
Même le caméraman a pleurer 💔😭

Un barcelonais ne passera pas sans laisser un mot à Leo ❤

Abonné vous pour plus d'infos 🙏🙏 Ah messi 😭
Même le caméraman a pleurer 💔😭

Un barcelonais ne passera pas sans laisser un mot à Leo ❤

Abonné vous pour plus d'infos 🙏🙏 None",Un photographe en larmes pour le départ de Lionel Messi du FC Barcelone
"🇫🇷😡 Connaissez vous l'histoire des députés fantômes ??? 

👉 C'est tout simple, tu donnes ta carte à un pote et il badge pour toi t'es pas là, mais tu es payé quand même voilà le pognon qu'on nous vole. 
Mais le Français ça ne le dérange pas.
Il se fait dépouiller de ses biens et il en redemande.

👉 La preuve rien que le débat d'hier seulement 15 millions de Français l'ont regardés.
Attendons de voir la suite du pire comme l'annonce Macron ns verrons des Français descendre dans la rue mais cette fois ci se ne sera pas, plus les Gj je vs le dis.
😎😎😎
😎😎😎 🇫🇷😡 Connaissez vous l'histoire des députés fantômes ??? 

👉 C'est tout simple, tu donnes ta carte à un pote et il badge pour toi t'es pas là, mais tu es payé quand même voilà le pognon qu'on nous vole. 
Mais le Français ça ne le dérange pas.
Il se fait dépouiller de ses biens et il en redemande.

👉 La preuve rien que le débat d'hier seulement 15 millions de Français l'ont regardés.
Attendons de voir la suite du pire comme l'annonce Macron ns verrons des Français descendre dans la rue mais cette fois ci se ne sera pas, plus les Gj je vs le dis.
😎😎😎
😎😎😎 🇫🇷😡 Connaissez vous l'histoire des députés fantômes ??? 

👉 C'est tout simple, tu donnes ta carte à un pote et il badge pour toi t'es pas là, mais tu es payé quand même voilà le pognon qu'on nous vole. 
Mais le Français ça ne le dérange pas.
Il se fait dépouiller de ses biens et il en redemande.

👉 La preuve rien que le débat d'hier seulement 15 millions de Français l'ont regardés.
Attendons de voir la suite du pire comme l'annonce Macron ns verrons des Français descendre dans la rue mais cette fois ci se ne sera pas, plus les Gj je vs le dis.
😎😎😎
😎😎😎 None",Un député français pointe pour ses collègues absents
"📣 Geert Vanden Bossche est virologue indépendant et expert vaccinal, ancien employé chez GAVI et la Fondation Bill & Melinda Gates. 
Nous publions sa lettre ouverte à l'OMS dans laquelle il exprime ""une préoccupation majeure"".
⬇️ 📣 Geert Vanden Bossche est virologue indépendant et expert vaccinal, ancien employé chez GAVI et la Fondation Bill & Melinda Gates. 
Nous publions sa lettre ouverte à l'OMS dans laquelle il exprime ""une préoccupation majeure"".
⬇️ 📣 Geert Vanden Bossche est virologue indépendant et expert vaccinal, ancien employé chez GAVI et la Fondation Bill & Melinda Gates. 
Nous publions sa lettre ouverte à l'OMS dans laquelle il exprime ""une préoccupation majeure"".
⬇️ None","Variants, ""fuite immunitaire"" : La vaccination de masse contre le Covid-19 va aggraver la pandémie"
"#Civ: Affaire une handballeuse ivoirienne vivante au #Koweït est condamnée à mort par lapidation. Que fait ce régime d'#Abidjan pour sauver cette ivoirienne???

Nous vous donnons les raisons de cette condamnation.

Cette jeune compatriote, Bamba Mariam est condamnée à mort par lapidation au Koweït. 
La raison, elle est considérée comme esclave. Et elle a tenté de fuir pour échapper à ses maîtres. Au Koweït, “un esclave qui tente de s’échapper et qui est rattrapé par ses maîtres est condamné à mort.”, selon le cri de détresse de la jeune fille. Elle est donc condamnée à mort par lapidation.
Elle est sportive, Handballeuse, Gardienne de l’ Élite Handball club. Jusqu’à la saison dernière, elle évoluait au poste de gardienne de but dans ce club en Côte d’Ivoire. Elle a mordu à l’hameçon du rêve koweïtien. Elle s’est retrouvée très vite dans les fers de l’esclavage. Désillusionnée, elle a tenté de fuir l’exploitation de l’homme par l’homme. 

PS: Pardon, passe le message à ton camarade. Et déclenchons la mobilisation pour permettre à Mariam de retrouver son fils de 3 ans à Abidjan.

Nous sommes en contact avec des avocats koweïtiens pour essayer de la sauver car le gouvernement n'est pas prêt à réagir 

Pour toute personne de bonne volonté désirant participer à financer pour payer les avocats de Bamba Mariam

Nous mettons ce compte PayPal pour vos donations 👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿

https://www.paypal.me/MMiagoni #Civ: Affaire une handballeuse ivoirienne vivante au #Koweït est condamnée à mort par lapidation. Que fait ce régime d'#Abidjan pour sauver cette ivoirienne???

Nous vous donnons les raisons de cette condamnation.

Cette jeune compatriote, Bamba Mariam est condamnée à mort par lapidation au Koweït. 
La raison, elle est considérée comme esclave. Et elle a tenté de fuir pour échapper à ses maîtres. Au Koweït, “un esclave qui tente de s’échapper et qui est rattrapé par ses maîtres est condamné à mort.”, selon le cri de détresse de la jeune fille. Elle est donc condamnée à mort par lapidation.
Elle est sportive, Handballeuse, Gardienne de l’ Élite Handball club. Jusqu’à la saison dernière, elle évoluait au poste de gardienne de but dans ce club en Côte d’Ivoire. Elle a mordu à l’hameçon du rêve koweïtien. Elle s’est retrouvée très vite dans les fers de l’esclavage. Désillusionnée, elle a tenté de fuir l’exploitation de l’homme par l’homme. 

PS: Pardon, passe le message à ton camarade. Et déclenchons la mobilisation pour permettre à Mariam de retrouver son fils de 3 ans à Abidjan.

Nous sommes en contact avec des avocats koweïtiens pour essayer de la sauver car le gouvernement n'est pas prêt à réagir 

Pour toute personne de bonne volonté désirant participer à financer pour payer les avocats de Bamba Mariam

Nous mettons ce compte PayPal pour vos donations 👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿

https://www.paypal.me/MMiagoni #Civ: Affaire une handballeuse ivoirienne vivante au #Koweït est condamnée à mort par lapidation. Que fait ce régime d'#Abidjan pour sauver cette ivoirienne???

Nous vous donnons les raisons de cette condamnation.

Cette jeune compatriote, Bamba Mariam est condamnée à mort par lapidation au Koweït. 
La raison, elle est considérée comme esclave. Et elle a tenté de fuir pour échapper à ses maîtres. Au Koweït, “un esclave qui tente de s’échapper et qui est rattrapé par ses maîtres est condamné à mort.”, selon le cri de détresse de la jeune fille. Elle est donc condamnée à mort par lapidation.
Elle est sportive, Handballeuse, Gardienne de l’ Élite Handball club. Jusqu’à la saison dernière, elle évoluait au poste de gardienne de but dans ce club en Côte d’Ivoire. Elle a mordu à l’hameçon du rêve koweïtien. Elle s’est retrouvée très vite dans les fers de l’esclavage. Désillusionnée, elle a tenté de fuir l’exploitation de l’homme par l’homme. 

PS: Pardon, passe le message à ton camarade. Et déclenchons la mobilisation pour permettre à Mariam de retrouver son fils de 3 ans à Abidjan.

Nous sommes en contact avec des avocats koweïtiens pour essayer de la sauver car le gouvernement n'est pas prêt à réagir 

Pour toute personne de bonne volonté désirant participer à financer pour payer les avocats de Bamba Mariam

Nous mettons ce compte PayPal pour vos donations 👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿

https://www.paypal.me/MMiagoni None",Une handballeuse ivoirienne a été condamnée à mort par lapidation au Koweît
"Le saviez-vous ? L'histoire de La poire de l'angoisse.

Cet appareil a été utilisé par les Esclavagistes Européens, sur les esclaves Noirs dans les années 1800.
   La poire, comme on l'appelait, était insérée dans le rectum des esclaves mâles s'ils refusaient le sexe avec leur maître .Une fois insérée, la clé serait tournée jusqu'à ce que la poire soit complètement ouverte et causait des dommages importants et même la mort en guise de punition. 
 Pour les esclaves accusés de mensonge, la poire était placée dans la bouche et la clé était tournée jusqu'à ce que leur mâchoire soit cassée !

En ce qui concerne les femmes esclaves, si elles refusaient le sexe avec leur maître, la poire était insérée dans leur orifice sexuelle (provoquant une hémorragie massive et une infertilité).

Nous devons apprendre, connaitre et défendre notre vraie histoire sinon le bourreau se fera toujours passer pour la victime et s'attribuera les éloges du chasseur.  C'est la méconnaissance de notre histoire qui explique notre présent et déterminera notre future...

Histoire du peuple Noir Le saviez-vous ? L'histoire de La poire de l'angoisse.

Cet appareil a été utilisé par les Esclavagistes Européens, sur les esclaves Noirs dans les années 1800.
   La poire, comme on l'appelait, était insérée dans le rectum des esclaves mâles s'ils refusaient le sexe avec leur maître .Une fois insérée, la clé serait tournée jusqu'à ce que la poire soit complètement ouverte et causait des dommages importants et même la mort en guise de punition. 
 Pour les esclaves accusés de mensonge, la poire était placée dans la bouche et la clé était tournée jusqu'à ce que leur mâchoire soit cassée !

En ce qui concerne les femmes esclaves, si elles refusaient le sexe avec leur maître, la poire était insérée dans leur orifice sexuelle (provoquant une hémorragie massive et une infertilité).

Nous devons apprendre, connaitre et défendre notre vraie histoire sinon le bourreau se fera toujours passer pour la victime et s'attribuera les éloges du chasseur.  C'est la méconnaissance de notre histoire qui explique notre présent et déterminera notre future...

Histoire du peuple Noir Le saviez-vous ? L'histoire de La poire de l'angoisse.

Cet appareil a été utilisé par les Esclavagistes Européens, sur les esclaves Noirs dans les années 1800.
   La poire, comme on l'appelait, était insérée dans le rectum des esclaves mâles s'ils refusaient le sexe avec leur maître .Une fois insérée, la clé serait tournée jusqu'à ce que la poire soit complètement ouverte et causait des dommages importants et même la mort en guise de punition. 
 Pour les esclaves accusés de mensonge, la poire était placée dans la bouche et la clé était tournée jusqu'à ce que leur mâchoire soit cassée !

En ce qui concerne les femmes esclaves, si elles refusaient le sexe avec leur maître, la poire était insérée dans leur orifice sexuelle (provoquant une hémorragie massive et une infertilité).

Nous devons apprendre, connaitre et défendre notre vraie histoire sinon le bourreau se fera toujours passer pour la victime et s'attribuera les éloges du chasseur.  C'est la méconnaissance de notre histoire qui explique notre présent et déterminera notre future...

Histoire du peuple Noir None",Cet instrument a été utilisé par les esclavagistes européens au 19e siècle
"Vu quelque part pour vous... 

COMMENT SE SOIGNER DU SIDA ?

- préparer du bissap et obtenir une décoction.
- piler une bonne quantité de jeunes feuilles de manioc pour en extraire son jus. 
faire le mélange des 2 solutions dans une grosse tasse à café bien remplie. boire le tout à jeun chaque matin .
faire ce traitement sur 2 Mois et va vérifier ton état sérologique.et reviens ici pour témoigner.
#BYE_BYE_SIDA

Ça ne coûte vraiment rien d'essayer... 
Vous pouvez même recommander ce remède à des proches... On ne sait jamais.
Si j'étais sorcier, j'aurais gardé ça pour moi seul.
Like la page Vu quelque part pour vous... 

COMMENT SE SOIGNER DU SIDA ?

- préparer du bissap et obtenir une décoction.
- piler une bonne quantité de jeunes feuilles de manioc pour en extraire son jus. 
faire le mélange des 2 solutions dans une grosse tasse à café bien remplie. boire le tout à jeun chaque matin .
faire ce traitement sur 2 Mois et va vérifier ton état sérologique.et reviens ici pour témoigner.
#BYE_BYE_SIDA

Ça ne coûte vraiment rien d'essayer... 
Vous pouvez même recommander ce remède à des proches... On ne sait jamais.
Si j'étais sorcier, j'aurais gardé ça pour moi seul.
Like la page Vu quelque part pour vous... 

COMMENT SE SOIGNER DU SIDA ?

- préparer du bissap et obtenir une décoction.
- piler une bonne quantité de jeunes feuilles de manioc pour en extraire son jus. 
faire le mélange des 2 solutions dans une grosse tasse à café bien remplie. boire le tout à jeun chaque matin .
faire ce traitement sur 2 Mois et va vérifier ton état sérologique.et reviens ici pour témoigner.
#BYE_BYE_SIDA

Ça ne coûte vraiment rien d'essayer... 
Vous pouvez même recommander ce remède à des proches... On ne sait jamais.
Si j'étais sorcier, j'aurais gardé ça pour moi seul.
Like la page None",Les feuilles de manioc et de bissap guérissent du sida
Notre Golden Boy SEM HAMED BAKAYOKO en plein footing 💛🇨🇮 | Ces agents de pompes de funèbres auront honte bientôt..♥️♥️♥️♥️♥️🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮 Notre Golden Boy SEM HAMED BAKAYOKO en plein footing 💛🇨🇮 | Ces agents de pompes de funèbres auront honte bientôt..♥️♥️♥️♥️♥️🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮 Notre Golden Boy SEM HAMED BAKAYOKO en plein footing 💛🇨🇮 | Ces agents de pompes de funèbres auront honte bientôt..♥️♥️♥️♥️♥️🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮 None,Ces photos montrant le Premier ministre ivoirien en plein footing sont récentes
"48 euros par jour et par réfugié à Bierset... 48 x 30 = 1440 euros...
Combien donne -t-on, Messieurs les Ministres, à nos Belges qui meurent de froid dans nos rues ? Beaucoup de pensionnés ont beaucoup moins et ils ont travaillé toute leur vie !!! Diffuser le sur votre mur si vous osez..... C'est HONTEUX,A FAIRE TOURNEE 48 euros par jour et par réfugié à Bierset... 48 x 30 = 1440 euros...
Combien donne -t-on, Messieurs les Ministres, à nos Belges qui meurent de froid dans nos rues ? Beaucoup de pensionnés ont beaucoup moins et ils ont travaillé toute leur vie !!! Diffuser le sur votre mur si vous osez..... C'est HONTEUX,A FAIRE TOURNEE 48 euros par jour et par réfugié à Bierset... 48 x 30 = 1440 euros...
Combien donne -t-on, Messieurs les Ministres, à nos Belges qui meurent de froid dans nos rues ? Beaucoup de pensionnés ont beaucoup moins et ils ont travaillé toute leur vie !!! Diffuser le sur votre mur si vous osez..... C'est HONTEUX,A FAIRE TOURNEE None","Les réfugiés hébergés au centre d'accueil de la Croix-Rouge de Bierset reçoivent 48 euros par jour, soit 1.440 euros par mois, plus que certains pensionnés belges."
